,Unnamed: 0,names,values,target,model
2841,1,wdi-GC.TAX.GSRV.VA.ZS,0.0,ihme-african-trypanosomiasis,etr
2842,2,ohi-tr-future,0.0,ihme-african-trypanosomiasis,etr
2843,3,paris-147,0.0,ihme-african-trypanosomiasis,etr
2844,4,ihme-cirrhosis-and-other-chronic-liver-diseases,0.0,ihme-african-trypanosomiasis,etr
2845,5,wdi2-TM.TAX.MRCH.WM.AR.ZS,0.0,ihme-african-trypanosomiasis,etr
2846,6,wdi2-SI.DST.FRST.20,0.0,ihme-african-trypanosomiasis,etr
2847,7,wdi2-SL.UEM.BASC.ZS,0.0,ihme-african-trypanosomiasis,etr
2848,8,ihme-cystic-echinococcosis,0.0,ihme-african-trypanosomiasis,etr
2849,9,wdi2-per_sa_allsa.cov_q3_tot,0.0,ihme-african-trypanosomiasis,etr
2850,0,wdi2-NY.ADJ.NNTY.KD,0.0473207031738595,ihme-age-related-and-other-hearing-loss,etr
2851,1,paris-162,0.0075254650722314,ihme-age-related-and-other-hearing-loss,etr
2852,2,ihme-hodgkin-lymphoma,0.0595507266423082,ihme-age-related-and-other-hearing-loss,etr
2853,3,wdi2-SH.HIV.0014,0.0488418022203892,ihme-age-related-and-other-hearing-loss,etr
2854,4,ihme-prostate-cancer,0.1300680856439591,ihme-age-related-and-other-hearing-loss,etr
2855,5,wdi2-SI.POV.LMIC,0.115228870195794,ihme-age-related-and-other-hearing-loss,etr
2856,6,wdi-DC.DAC.KORL.CD,0.0170598882929933,ihme-age-related-and-other-hearing-loss,etr
2857,7,wdi2-SL.EMP.VULN.FE.ZS,0.3541268318573066,ihme-age-related-and-other-hearing-loss,etr
2858,8,wdi-FS.AST.PRVT.GD.ZS,0.0281422467634412,ihme-age-related-and-other-hearing-loss,etr
2859,9,ihme-kidney-cancer,0.1921353801377171,ihme-age-related-and-other-hearing-loss,etr
2860,0,wdi2-SP.DYN.LE00.IN,0.0995235453061264,ihme-alcohol-use-disorders,etr
2861,1,wdi2-SH.IMM.IDPT,0.0188261883275279,ihme-alcohol-use-disorders,etr
2862,2,key-wdi-ER.PTD.TOTL.ZS,0.0432361800180839,ihme-alcohol-use-disorders,etr
2863,3,wdi-IT.MLT.MAIN.P2,0.1018363861246488,ihme-alcohol-use-disorders,etr
2864,4,ihme-meningitis,0.1859752811448816,ihme-alcohol-use-disorders,etr
2865,5,wdi2-SH.HIV.PMTC.ZS,0.0769923387420287,ihme-alcohol-use-disorders,etr
2866,6,ndgain-nd-readiness-governance,0.168856401979307,ihme-alcohol-use-disorders,etr
2867,7,ldc-STU-Value,0.0911775029504447,ihme-alcohol-use-disorders,etr
2868,8,ihme-otitis-media,0.0546018825330472,ihme-alcohol-use-disorders,etr
2869,9,key-ndgain-nd-vulnerability,0.1589742928739033,ihme-alcohol-use-disorders,etr
2870,0,wdi2-NE.RSB.GNFS.ZS,0.0460223557581014,ihme-alopecia-areata,etr
2871,1,epi-HLT,0.2599373855273897,ihme-alopecia-areata,etr
2872,2,wdi2-SH.PRV.SMOK,0.0235385295272037,ihme-alopecia-areata,etr
2873,3,wdi2-SH.STA.POIS.P5.FE,0.0535535494865625,ihme-alopecia-areata,etr
2874,4,wdi2-MS.MIL.XPND.GD.ZS,0.0603537155347281,ihme-alopecia-areata,etr
2875,5,hdr-179406,0.0354115553168231,ihme-alopecia-areata,etr
2876,6,wdi2-NV.MNF.FBTO.ZS.UN,0.3113215148254444,ihme-alopecia-areata,etr
2877,7,ohi-np-future,0.0439005693919185,ihme-alopecia-areata,etr
2878,8,wdi2-SH.STA.OWGH.FE.ZS,0.0884408464110201,ihme-alopecia-areata,etr
2879,9,ihme-paralytic-ileus-and-intestinal-obstruction,0.0775199782208082,ihme-alopecia-areata,etr
2880,0,wdi-GC.REV.GOTR.ZS,0.0620528839191452,ihme-alzheimer's-disease-and-other-dementias,etr
2881,1,wdi2-NY.GNS.ICTR.GN.ZS,0.038578921752803,ihme-alzheimer's-disease-and-other-dementias,etr
2882,2,wdi-DT.NFL.IAEA.CD,0.1143229883587208,ihme-alzheimer's-disease-and-other-dementias,etr
2883,3,wdi2-SH.STA.STNT.ME.ZS,0.1627773151347641,ihme-alzheimer's-disease-and-other-dementias,etr
2884,4,ihme-headache-disorders,0.1132829612305422,ihme-alzheimer's-disease-and-other-dementias,etr
2885,5,hdr-182206,0.1118508974439204,ihme-alzheimer's-disease-and-other-dementias,etr
2886,6,wdi-CM.MKT.LCAP.GD.ZS,0.0478019219559255,ihme-alzheimer's-disease-and-other-dementias,etr
2887,7,hdr-120606,0.1699717284078206,ihme-alzheimer's-disease-and-other-dementias,etr
2888,8,ihme-idiopathic-developmental-intellectual-disability,0.1400392934509719,ihme-alzheimer's-disease-and-other-dementias,etr
2889,9,wdi-EN.URB.MCTY,0.0393210883453858,ihme-alzheimer's-disease-and-other-dementias,etr
2890,0,wdi2-NY.GNP.PCAP.PP.KD,0.1228495829395565,ihme-animal-contact,etr
2891,1,ihme-headache-disorders,0.1571790801276421,ihme-animal-contact,etr
2892,2,ihme-low-back-pain,0.0704417312086648,ihme-animal-contact,etr
2893,3,hdr-122006,0.1602964131675496,ihme-animal-contact,etr
2894,4,wdi2-SP.POP.7074.FE.5Y,0.114868810386321,ihme-animal-contact,etr
2895,5,hdr-24206,0.0556772248111213,ihme-animal-contact,etr
2896,6,ihme-other-nutritional-deficiencies,0.088777353113219,ihme-animal-contact,etr
2897,7,ihme-other-digestive-diseases,0.113838933927164,ihme-animal-contact,etr
2898,8,wdi2-SL.FAM.WORK.ZS,0.0335762832754236,ihme-animal-contact,etr
2899,9,hdr-103206,0.0824945870433376,ihme-animal-contact,etr
2900,0,key-hdr-137506,0.1649125216738888,ihme-anxiety-disorders,etr
2901,1,paris-39,0.1185208256377965,ihme-anxiety-disorders,etr
2902,2,wdi2-SL.UEM.1524.NE.ZS,0.0544755053404907,ihme-anxiety-disorders,etr
2903,3,wdi2-SH.STA.MMRT,0.0710750618433416,ihme-anxiety-disorders,etr
2904,4,ihme-conduct-disorder,0.1393477086402805,ihme-anxiety-disorders,etr
2905,5,hdr-112506,0.0238848858550996,ihme-anxiety-disorders,etr
2906,6,hdr-150606,0.1416745937615912,ihme-anxiety-disorders,etr
2907,7,wdi2-SE.PRE.ENRL.TC.ZS,0.0137728551799712,ihme-anxiety-disorders,etr
2908,8,wdi2-SP.POP.0509.MA.5Y,0.2324980519650226,ihme-anxiety-disorders,etr
2909,9,wdi2-NY.ADJ.NNAT.GN.ZS,0.039837990102517,ihme-anxiety-disorders,etr
2910,0,wdi-EN.CLC.DRSK.XQ,0.0618339274869743,ihme-aortic-aneurysm,etr
2911,1,"ihme-tracheal,-bronchus,-and-lung-cancer",0.2831316218056603,ihme-aortic-aneurysm,etr
2912,2,ohi-fp-score,0.0360676303559047,ihme-aortic-aneurysm,etr
2913,3,epi-MPA,0.0637329856026361,ihme-aortic-aneurysm,etr
2914,4,epi-ECO,0.0437518453047399,ihme-aortic-aneurysm,etr
2915,5,hdr-175506,0.0337228227936451,ihme-aortic-aneurysm,etr
2916,6,ndgain-nd-vulnerability-health,0.0901553767937558,ihme-aortic-aneurysm,etr
2917,7,wdi-LP.EXP.DURS.MD,0.0723971337629744,ihme-aortic-aneurysm,etr
2918,8,wdi2-SP.DYN.CBRT.IN,0.2107967131115037,ihme-aortic-aneurysm,etr
2919,9,wdi2-SE.SEC.TCHR.FE.ZS,0.1044099429822052,ihme-aortic-aneurysm,etr
2920,0,ihme-foreign-body,0.2514313599820565,ihme-appendicitis,etr
2921,1,wdi2-NY.ADJ.SVNX.GN.ZS,0.0445903873216454,ihme-appendicitis,etr
2922,2,wdi2-TM.VAL.TRAN.ZS.WT,0.0380143917392859,ihme-appendicitis,etr
2923,3,wdi-FI.RES.XGLD.CD,0.0479881865555919,ihme-appendicitis,etr
2924,4,itu-fbs1,0.0413989774845633,ihme-appendicitis,etr
2925,5,wdi-IC.REG.PROC.MA,0.0828499368405349,ihme-appendicitis,etr
2926,6,wdi2-NV.AGR.TOTL.KD,0.2904575450479403,ihme-appendicitis,etr
2927,7,wdi-GC.REV.XGRT.CN,0.1289258955082224,ihme-appendicitis,etr
2928,8,wdi2-NV.SRV.TOTL.ZS,0.0638935222048792,ihme-appendicitis,etr
2929,9,wdi-IC.ELC.OUTG.ZS,0.0104497973152796,ihme-appendicitis,etr
2930,0,wdi2-TM.TAX.MANF.SM.FN.ZS,0.0470432392081125,ihme-asthma,etr
2931,1,ihme-drug-use-disorders,0.064602749321272,ihme-asthma,etr
2932,2,wdi-DC.DAC.BELL.CD,0.022251518697621,ihme-asthma,etr
2933,3,wdi2-SH.IMM.MEAS,0.0241650096880886,ihme-asthma,etr
2934,4,hdr-150606,0.1945644802643323,ihme-asthma,etr
2935,5,epi-UWD,0.0361926685675157,ihme-asthma,etr
2936,6,wdi2-SL.EMP.TOTL.SP.FE.NE.ZS,0.0349937070954786,ihme-asthma,etr
2937,7,wdi2-SP.POP.0014.FE.ZS,0.1291572079113565,ihme-asthma,etr
2938,8,wdi2-SH.DYN.NCOM.MA.ZS,0.2756997161707891,ihme-asthma,etr
2939,9,ldc-REM-Value,0.1713297030754333,ihme-asthma,etr
2940,0,hdr-123306,0.2480593211330981,ihme-atrial-fibrillation-and-flutter,etr
2941,1,ihme-oral-disorders,0.2259901653616418,ihme-atrial-fibrillation-and-flutter,etr
2942,2,wdi2-SH.STA.HYGN.ZS,0.2346248860908181,ihme-atrial-fibrillation-and-flutter,etr
2943,3,hdr-31706,0.0347597881496858,ihme-atrial-fibrillation-and-flutter,etr
2944,4,wdi-DT.ODA.ODAT.PC.ZS,0.0372391100257681,ihme-atrial-fibrillation-and-flutter,etr
2945,5,ohi-fis-status,0.034691529653428,ihme-atrial-fibrillation-and-flutter,etr
2946,6,wdi2-TM.TAX.MANF.IP.ZS,0.0456191899783194,ihme-atrial-fibrillation-and-flutter,etr
2947,7,wdi2-NY.GNS.ICTR.CN,0.0260420058467377,ihme-atrial-fibrillation-and-flutter,etr
2948,8,wdi2-SE.SEC.ENRR.FE,0.0955852577844634,ihme-atrial-fibrillation-and-flutter,etr
2949,9,wdi2-SE.PRM.CMPT.MA.ZS,0.0173887459760391,ihme-atrial-fibrillation-and-flutter,etr
2950,0,wdi2-SP.ADO.TFRT,0.0979928841464089,ihme-attention-deficit/hyperactivity-disorder,etr
2951,1,wdi2-SL.TLF.ACTI.ZS,0.0908864963390687,ihme-attention-deficit/hyperactivity-disorder,etr
2952,2,unicef-a10,0.064919101412659,ihme-attention-deficit/hyperactivity-disorder,etr
2953,3,wdi2-NE.EXP.GNFS.CN,0.0816386248768031,ihme-attention-deficit/hyperactivity-disorder,etr
2954,4,epi-PMD,0.0357164014700842,ihme-attention-deficit/hyperactivity-disorder,etr
2955,5,ihme-idiopathic-epilepsy,0.2219349909797686,ihme-attention-deficit/hyperactivity-disorder,etr
2956,6,key-wdi2-NY.GDP.PCAP.CD,0.0517438929252826,ihme-attention-deficit/hyperactivity-disorder,etr
2957,7,hdr-23906,0.0892193821729685,ihme-attention-deficit/hyperactivity-disorder,etr
2958,8,wdi2-SL.SRV.EMPL.MA.ZS,0.0470181050221233,ihme-attention-deficit/hyperactivity-disorder,etr
2959,9,wdi2-SP.DYN.TFRT.IN,0.2189301206548327,ihme-attention-deficit/hyperactivity-disorder,etr
2960,0,hdr-137506,0.0892442435924471,ihme-autism-spectrum-disorders,etr
2961,1,wdi2-NY.GDP.MKTP.PP.KD,0.1233099805218873,ihme-autism-spectrum-disorders,etr
2962,2,wdi-IP.IDS.RSCT,0.0542818906605484,ihme-autism-spectrum-disorders,etr
2963,3,wdi2-SH.H2O.SMDW.UR.ZS,0.1238347929538946,ihme-autism-spectrum-disorders,etr
2964,4,wdi2-SH.DTH.NCOM.ZS,0.0380648219721274,ihme-autism-spectrum-disorders,etr
2965,5,wdi2-SH.XPD.OOPC.CH.ZS,0.0473314625604183,ihme-autism-spectrum-disorders,etr
2966,6,wdi-HD.HCI.OVRL.UB.FE,0.0493509354147712,ihme-autism-spectrum-disorders,etr
2967,7,wdi2-TX.VAL.MRCH.CD.WT,0.19490438179795,ihme-autism-spectrum-disorders,etr
2968,8,wdi2-SE.PRM.NINT.ZS,0.0471394066874224,ihme-autism-spectrum-disorders,etr
2969,9,wdi2-TX.VAL.TECH.CD,0.2325380838385328,ihme-autism-spectrum-disorders,etr
2970,0,wdi2-SP.DYN.AMRT.MA,0.0580389881544759,ihme-bacterial-skin-diseases,etr
2971,1,paris-99,0.0323481323724882,ihme-bacterial-skin-diseases,etr
2972,2,wdi2-SE.ADT.LITR.MA.ZS,0.0698166628730735,ihme-bacterial-skin-diseases,etr
2973,3,ihme-decubitus-ulcer,0.4874189482512323,ihme-bacterial-skin-diseases,etr
2974,4,ndgain-id_food_04-score,0.0884701087797576,ihme-bacterial-skin-diseases,etr
2975,5,wdi2-SI.POV.MDIM.HH,0.0392040125274528,ihme-bacterial-skin-diseases,etr
2976,6,wdi2-per_si_allsi.cov_q2_tot,0.0176877723531979,ihme-bacterial-skin-diseases,etr
2977,7,hdr-136906,0.0509510521974951,ihme-bacterial-skin-diseases,etr
2978,8,wdi2-SH.STA.OWGH.ME.ZS,0.0529077274338481,ihme-bacterial-skin-diseases,etr
2979,9,wdi2-SP.POP.DPND.OL,0.1031565950569783,ihme-bacterial-skin-diseases,etr
2980,0,wdi2-SL.UEM.TOTL.FE.ZS,0.0574485203222324,ihme-bipolar-disorder,etr
2981,1,ihme-multiple-sclerosis,0.4816790907835695,ihme-bipolar-disorder,etr
2982,2,key-wdi-EN.ATM.CO2E.KT,0.0548791924768873,ihme-bipolar-disorder,etr
2983,3,wdi-IP.TMK.TOTL,0.029604086575556,ihme-bipolar-disorder,etr
2984,4,hdr-150706,0.1231138274371357,ihme-bipolar-disorder,etr
2985,5,ihme-anxiety-disorders,0.2091377644918791,ihme-bipolar-disorder,etr
2986,6,mvi-economic,0.0090699765933432,ihme-bipolar-disorder,etr
2987,7,wdi2-NY.GSR.NFCY.CD,0.0118724663911081,ihme-bipolar-disorder,etr
2988,8,paris-63,0.0043984962519139,ihme-bipolar-disorder,etr
2989,9,wdi-IC.BUS.NREG,0.0187965786763744,ihme-bipolar-disorder,etr
2990,0,ihme-aortic-aneurysm,0.5535387933844982,ihme-bladder-cancer,etr
2991,1,wdi2-SH.STA.MMRT.NE,0.0408700613028135,ihme-bladder-cancer,etr
2992,2,wdi2-SH.DYN.NCOM.FE.ZS,0.0732810583620318,ihme-bladder-cancer,etr
2993,3,wdi2-NV.IND.MANF.KN,0.0199786001998078,ihme-bladder-cancer,etr
2994,4,wdi2-SP.DYN.AMRT.MA,0.0566826152751315,ihme-bladder-cancer,etr
2995,5,wdi-BN.CAB.XOKA.GD.ZS,0.0160973772610474,ihme-bladder-cancer,etr
2996,6,wdi2-SE.XPD.SECO.ZS,0.0152720694664198,ihme-bladder-cancer,etr
2997,7,hdr-57206,0.1213732654771099,ihme-bladder-cancer,etr
2998,8,wdi-DT.DOD.DECT.CD,0.0351174586592933,ihme-bladder-cancer,etr
2999,9,itu-fts1,0.0677887006118464,ihme-bladder-cancer,etr
3000,0,ihme-urticaria,0.1732337227522968,ihme-blindness-and-vision-loss,etr
3001,1,hdr-135006,0.0736574781015367,ihme-blindness-and-vision-loss,etr
3002,2,wdi2-TM.TAX.TCOM.BC.ZS,0.1480251127967546,ihme-blindness-and-vision-loss,etr
3003,3,ndgain-id_habi_06-score,0.209055701714523,ihme-blindness-and-vision-loss,etr
3004,4,wdi2-SH.H2O.BASW.RU.ZS,0.0690598014382315,ihme-blindness-and-vision-loss,etr
3005,5,wdi2-SH.ANM.ALLW.ZS,0.1238234713190511,ihme-blindness-and-vision-loss,etr
3006,6,paris-157,0.0778555669357454,ihme-blindness-and-vision-loss,etr
3007,7,wdi-GC.XPN.TOTL.CN,0.0505661420784307,ihme-blindness-and-vision-loss,etr
3008,8,wdi-DT.DOD.DIMF.CD,0.0277139168380432,ihme-blindness-and-vision-loss,etr
3009,9,wdi2-NY.GDS.TOTL.CN,0.0470090860253865,ihme-blindness-and-vision-loss,etr
3010,0,wdi2-SP.REG.BRTH.UR.ZS,0.0383765353535501,ihme-brain-and-central-nervous-system-cancer,etr
3011,1,wdi-FS.AST.PRVT.GD.ZS,0.0593750980863578,ihme-brain-and-central-nervous-system-cancer,etr
3012,2,hdr-170006,0.0385827292720175,ihme-brain-and-central-nervous-system-cancer,etr
3013,3,wdi2-SP.DYN.AMRT.FE,0.1778359234834413,ihme-brain-and-central-nervous-system-cancer,etr
3014,4,wdi2-SM.POP.TOTL,0.0494903826825515,ihme-brain-and-central-nervous-system-cancer,etr
3015,5,epi-WMG,0.1063343136886107,ihme-brain-and-central-nervous-system-cancer,etr
3016,6,key-wdi-IT.CEL.SETS.P2,0.0944234077126,ihme-brain-and-central-nervous-system-cancer,etr
3017,7,wdi-DT.DOD.DSTC.XP.ZS,0.0403125828108667,ihme-brain-and-central-nervous-system-cancer,etr
3018,8,wdi2-SP.POP.0014.FE.ZS,0.14245291797435,ihme-brain-and-central-nervous-system-cancer,etr
3019,9,wdi2-SP.DYN.IMRT.FE.IN,0.252816108935654,ihme-brain-and-central-nervous-system-cancer,etr
3020,0,wdi-GC.TAX.EXPT.CN,0.0642653997420729,ihme-breast-cancer,etr
3021,1,ihme-anxiety-disorders,0.0846510623674363,ihme-breast-cancer,etr
3022,2,wdi2-NY.GNP.MKTP.CN.AD,0.0492504408958184,ihme-breast-cancer,etr
3023,3,ohi-mar-score,0.046476839826188,ihme-breast-cancer,etr
3024,4,wdi2-SH.MMR.RISK,0.1075803232476566,ihme-breast-cancer,etr
3025,5,wdi2-TM.VAL.MRCH.WL.CD,0.03925121198452,ihme-breast-cancer,etr
3026,6,irena-sp-gen-off,0.0395651052530419,ihme-breast-cancer,etr
3027,7,wdi-GC.XPN.INTP.CN,0.0495350072079593,ihme-breast-cancer,etr
3028,8,ihme-thyroid-cancer,0.2314545508170841,ihme-breast-cancer,etr
3029,9,ndgain-id_soci_02-raw,0.2879700586582222,ihme-breast-cancer,etr
3030,0,wdi-DT.ODA.ODAT.GI.ZS,0.0268116713920845,ihme-cardiomyopathy-and-myocarditis,etr
3031,1,wdi2-SP.POP.0509.MA.5Y,0.1436079019873575,ihme-cardiomyopathy-and-myocarditis,etr
3032,2,wdi2-NE.CON.PRVT.CN.AD,0.0546173911413919,ihme-cardiomyopathy-and-myocarditis,etr
3033,3,blasiak-fishers,0.0224558478820122,ihme-cardiomyopathy-and-myocarditis,etr
3034,4,wdi2-NY.GDP.DEFL.KD.ZG,0.0088568561632141,ihme-cardiomyopathy-and-myocarditis,etr
3035,5,wdi2-SL.TLF.ACTI.1524.FE.NE.ZS,0.1249972774737654,ihme-cardiomyopathy-and-myocarditis,etr
3036,6,key-ndgain-nd-vulnerability,0.1710248180412714,ihme-cardiomyopathy-and-myocarditis,etr
3037,7,wdi2-TM.TAX.MRCH.BR.ZS,0.2433580023155359,ihme-cardiomyopathy-and-myocarditis,etr
3038,8,ihme-encephalitis,0.1067524251342137,ihme-cardiomyopathy-and-myocarditis,etr
3039,9,irena-owe-cap-off,0.097517808469153,ihme-cardiomyopathy-and-myocarditis,etr
3040,0,wdi-IC.BUS.DISC.XQ,0.207523018761048,ihme-cervical-cancer,etr
3041,1,ihme-drowning,0.0595514878994972,ihme-cervical-cancer,etr
3042,2,ihme-other-chronic-respiratory-diseases,0.1408018588452958,ihme-cervical-cancer,etr
3043,3,wdi-IC.PRP.PROC,0.1144595359131295,ihme-cervical-cancer,etr
3044,4,ihme-interpersonal-violence,0.1197134774514506,ihme-cervical-cancer,etr
3045,5,ihme-other-musculoskeletal-disorders,0.1318160161644621,ihme-cervical-cancer,etr
3046,6,wdi2-per_allsp.ben_q1_tot,0.0677750522369265,ihme-cervical-cancer,etr
3047,7,wdi-FM.AST.NFRG.CN,0.0495875383640444,ihme-cervical-cancer,etr
3048,8,ndgain-id_econ_01-score,0.0559905740502741,ihme-cervical-cancer,etr
3049,9,wdi2-TM.VAL.MRCH.OR.ZS,0.0527814403138713,ihme-cervical-cancer,etr
3050,0,paris-41,0.1190991497353891,ihme-chagas-disease,etr
3051,1,hdr-196006,0.1636121192547262,ihme-chagas-disease,etr
3052,2,wdi2-NE.RSB.GNFS.CD,0.0872391609870841,ihme-chagas-disease,etr
3053,3,wdi2-SE.XPD.CPRM.ZS,0.0429466976959292,ihme-chagas-disease,etr
3054,4,wdi2-SH.DYN.NCOM.ZS,0.0638701953264179,ihme-chagas-disease,etr
3055,5,wdi-ER.LND.PTLD.ZS,0.1422689895884177,ihme-chagas-disease,etr
3056,6,wdi2-SP.POP.65UP.MA.ZS,0.1798999104206201,ihme-chagas-disease,etr
3057,7,wdi-DC.DAC.BELL.CD,0.0115297457617585,ihme-chagas-disease,etr
3058,8,wdi2-SH.XPD.EHEX.PP.CD,0.0115415929748287,ihme-chagas-disease,etr
3059,9,ndgain-id_ecos_05-raw,0.1779924382548281,ihme-chagas-disease,etr
3060,0,wdi2-SH.UHC.NOP2.ZG,0.1416752889048012,ihme-chronic-kidney-disease,etr
3061,1,wdi2-SH.VAC.TTNS.ZS,0.1898050350669898,ihme-chronic-kidney-disease,etr
3062,2,wdi2-SH.STA.POIS.P5.FE,0.0360131667386496,ihme-chronic-kidney-disease,etr
3063,3,wdi-BX.GRT.EXTA.CD.WD,0.0752555312699286,ihme-chronic-kidney-disease,etr
3064,4,ihme-ischemic-heart-disease,0.0892339676756593,ihme-chronic-kidney-disease,etr
3065,5,wdi-EN.ATM.GHGO.KT.CE,0.1289258058636236,ihme-chronic-kidney-disease,etr
3066,6,ihme-alcohol-use-disorders,0.1751581104850746,ihme-chronic-kidney-disease,etr
3067,7,wdi-GC.XPN.GSRV.CN,0.1035757491665615,ihme-chronic-kidney-disease,etr
3068,8,wdi2-NY.GDP.FRST.RT.ZS,0.0428435658207142,ihme-chronic-kidney-disease,etr
3069,9,wdi2-SE.XPD.CTER.ZS,0.0175137790079971,ihme-chronic-kidney-disease,etr
3070,0,itu-pc4,0.0397757537008479,ihme-chronic-obstructive-pulmonary-disease,etr
3071,1,ldc-MMR-Index,0.0636085131005677,ihme-chronic-obstructive-pulmonary-disease,etr
3072,2,wdi2-SE.PRM.TCAQ.ZS,0.0587473387067877,ihme-chronic-obstructive-pulmonary-disease,etr
3073,3,wdi2-NE.CON.PRVT.ZS,0.0555910222468495,ihme-chronic-obstructive-pulmonary-disease,etr
3074,4,ndgain-id_gove_03-score,0.0615801055185306,ihme-chronic-obstructive-pulmonary-disease,etr
3075,5,wdi2-PA.NUS.PPPC.RF,0.0573647502904683,ihme-chronic-obstructive-pulmonary-disease,etr
3076,6,wdi2-SL.TLF.CACT.FM.ZS,0.0607967001871754,ihme-chronic-obstructive-pulmonary-disease,etr
3077,7,ihme-liver-cancer,0.2433771900378822,ihme-chronic-obstructive-pulmonary-disease,etr
3078,8,wdi2-SL.UEM.1524.ZS,0.1156398022531864,ihme-chronic-obstructive-pulmonary-disease,etr
3079,9,wdi2-SH.XPD.OOPC.CH.ZS,0.2435188239577038,ihme-chronic-obstructive-pulmonary-disease,etr
3080,0,igrac-twap_ind_sids_gwdevelopmentstress,0.0454613699474428,ihme-cirrhosis-and-other-chronic-liver-diseases,etr
3081,1,ihme-drowning,0.1463564609733778,ihme-cirrhosis-and-other-chronic-liver-diseases,etr
3082,2,ndgain-nd-readiness-social,0.0745959686040194,ihme-cirrhosis-and-other-chronic-liver-diseases,etr
3083,3,key-mvi-wdi2-ST.INT.RCPT.XP.ZS,0.065806004752202,ihme-cirrhosis-and-other-chronic-liver-diseases,etr
3084,4,wdi2-SG.LAW.INDX,0.1391063271723484,ihme-cirrhosis-and-other-chronic-liver-diseases,etr
3085,5,wdi2-SE.SEC.TCHR.FE.ZS,0.0567463995563729,ihme-cirrhosis-and-other-chronic-liver-diseases,etr
3086,6,wdi2-NY.ADJ.NNTY.PC.CD,0.0990576879141204,ihme-cirrhosis-and-other-chronic-liver-diseases,etr
3087,7,hdr-137506,0.0830191412905909,ihme-cirrhosis-and-other-chronic-liver-diseases,etr
3088,8,irena-sb-gen-off,0.0707250849463161,ihme-cirrhosis-and-other-chronic-liver-diseases,etr
3089,9,wdi-FB.CBK.BRCH.P5,0.2191255548432089,ihme-cirrhosis-and-other-chronic-liver-diseases,etr
3090,0,wdi2-NY.ADJ.NNTY.PC.CD,0.112693184031015,ihme-colon-and-rectum-cancer,etr
3091,1,wdi2-SL.EMP.1524.SP.NE.ZS,0.0272151713167242,ihme-colon-and-rectum-cancer,etr
3092,2,wdi2-SE.SEC.ENRL.GC.FE.ZS,0.0160347545647087,ihme-colon-and-rectum-cancer,etr
3093,3,wdi-IP.JRN.ARTC.SC,0.0374655814439579,ihme-colon-and-rectum-cancer,etr
3094,4,ndgain-nd-gain,0.1511696406589291,ihme-colon-and-rectum-cancer,etr
3095,5,wdi2-SE.TER.CUAT.MS.ZS,0.3778206222700579,ihme-colon-and-rectum-cancer,etr
3096,6,wdi2-MS.MIL.TOTL.P1,0.0428878934151039,ihme-colon-and-rectum-cancer,etr
3097,7,hdr-170006,0.0115373528487995,ihme-colon-and-rectum-cancer,etr
3098,8,ihme-decubitus-ulcer,0.1306894347002084,ihme-colon-and-rectum-cancer,etr
3099,9,ihme-parkinson's-disease,0.0924863647504951,ihme-colon-and-rectum-cancer,etr
3100,0,paris-1,0.037235720323297,ihme-conduct-disorder,etr
3101,1,wdi2-SP.POP.0014.TO,0.1111948531270785,ihme-conduct-disorder,etr
3102,2,hdr-195906,0.0923548544751179,ihme-conduct-disorder,etr
3103,3,hdr-169706,0.119130461977715,ihme-conduct-disorder,etr
3104,4,ihme-rabies,0.2149851751709182,ihme-conduct-disorder,etr
3105,5,key-wdi2-SP.POP.TOTL,0.1143032934992811,ihme-conduct-disorder,etr
3106,6,ihme-lower-respiratory-infections,0.0919513591267807,ihme-conduct-disorder,etr
3107,7,wdi2-TX.VAL.MRCH.WR.ZS,0.1151234095127578,ihme-conduct-disorder,etr
3108,8,wdi2-SE.PRM.GINT.MA.ZS,0.0494983498032807,ihme-conduct-disorder,etr
3109,9,wdi2-SI.DST.04TH.20,0.0542225229837726,ihme-conduct-disorder,etr
3110,0,wdi-FI.RES.TOTL.DT.ZS,0.7260157790773694,ihme-conflict-and-terrorism,etr
3111,1,ldc-GSSE-Index,0.0196194028838841,ihme-conflict-and-terrorism,etr
3112,2,ohi-np-score,0.0364078409782005,ihme-conflict-and-terrorism,etr
3113,3,wdi2-NE.GDI.TOTL.ZS,0.0738075889069796,ihme-conflict-and-terrorism,etr
3114,4,hdr-186706,0.0400521670701913,ihme-conflict-and-terrorism,etr
3115,5,wdi2-SE.PRM.OENR.FE.ZS,0.0303679262576371,ihme-conflict-and-terrorism,etr
3116,6,paris-84,0.0028595157754527,ihme-conflict-and-terrorism,etr
3117,7,ihme-chronic-kidney-disease,0.0060806599448007,ihme-conflict-and-terrorism,etr
3118,8,ihme-pancreatic-cancer,0.0399750531425625,ihme-conflict-and-terrorism,etr
3119,9,ldc-HAI,0.0248140659629217,ihme-conflict-and-terrorism,etr
3120,0,hdr-89006,0.0592376980156378,ihme-congenital-birth-defects,etr
3121,1,ohi-liv-status,0.0505053310281047,ihme-congenital-birth-defects,etr
3122,2,hdr-103706,0.3358205828726381,ihme-congenital-birth-defects,etr
3123,3,itu-mbb,0.0759361901405531,ihme-congenital-birth-defects,etr
3124,4,ihme-asthma,0.0710086539777249,ihme-congenital-birth-defects,etr
3125,5,ohi-cs-trend,0.0389823608469878,ihme-congenital-birth-defects,etr
3126,6,wdi-IC.BUS.EASE.XQ,0.0324600012816156,ihme-congenital-birth-defects,etr
