,model,year,target,category,values
2561,lgbmr,2015,wdi-IP.PAT.RESD,Environment,435971997057.0
2562,lgbmr,2015,wdi-IP.PAT.RESD,Infrastructure,97881856567.0
2563,lgbmr,2015,wdi-IP.TMK.NRCT,Economic Policy & Debt,8892360930.0
2564,lgbmr,2015,wdi-IP.TMK.NRCT,Environment,209061510743.50583
2565,lgbmr,2015,wdi-IP.TMK.NRCT,Infrastructure,89202285336.7998
2566,lgbmr,2015,wdi2-SE.PRM.OENR.MA.ZS,Economic Policy & Debt,25.3371424973011
2567,lgbmr,2015,wdi2-SE.PRM.OENR.MA.ZS,Environment,588.9384134998545
2568,lgbmr,2015,wdi2-SE.PRM.OENR.MA.ZS,Public Sector,2.910883218050003
2569,lgbmr,2015,wdi2-SE.PRM.OENR.ZS,Economic Policy & Debt,21.3015610575676
2570,lgbmr,2015,wdi2-SE.PRM.OENR.ZS,Environment,533.8744020629674
2571,lgbmr,2015,wdi2-SE.PRM.OENR.ZS,Public Sector,4.8588537722826
2572,lgbmr,2015,wdi2-SH.DYN.AIDS.ZS,Economic Policy & Debt,5.053569248877466
2573,lgbmr,2015,wdi2-SH.DYN.AIDS.ZS,Environment,83.37710713210981
2574,lgbmr,2015,wdi-DT.DOD.DSTC.XP.ZS,Economic Policy & Debt,1390.1510733664036
2575,lgbmr,2015,wdi-DT.DOD.DSTC.XP.ZS,Environment,447.8395286798477
2576,lgbmr,2015,wdi-DT.TDS.DPPG.XP.ZS,Economic Policy & Debt,119.77467676065862
2577,lgbmr,2015,wdi-DT.TDS.DPPG.XP.ZS,Environment,153.93080743029714
2578,lgbmr,2015,wdi-IP.TMK.NRES,Economic Policy & Debt,5874098858.0
2579,lgbmr,2015,wdi-IP.TMK.NRES,Environment,31734797106.5
2580,lgbmr,2015,wdi-IP.TMK.NRES,Infrastructure,10595960261.804688
2581,lgbmr,2015,wdi-IP.TMK.RSCT,Economic Policy & Debt,147741659842.0
2582,lgbmr,2015,wdi-IP.TMK.RSCT,Environment,3011561810962.0
2583,lgbmr,2015,wdi-IP.TMK.RSCT,Infrastructure,3438928649798.0
2584,lgbmr,2015,wdi2-SE.PRM.OENR.FE.ZS,Economic Policy & Debt,19.43584854155779
2585,lgbmr,2015,wdi2-SE.PRM.OENR.FE.ZS,Environment,496.2907480355352
2586,lgbmr,2015,wdi2-SE.PRM.OENR.FE.ZS,Public Sector,6.98688467592001
2587,lgbmr,2015,wdi2-SL.TLF.CACT.NE.ZS,Economic Policy & Debt,252.5350030735135
2588,lgbmr,2015,wdi2-SL.TLF.CACT.NE.ZS,Environment,518.219984088093
2589,lgbmr,2015,wdi-DT.NFL.IAEA.CD,Economic Policy & Debt,51687301120.0
2590,lgbmr,2015,wdi-DT.NFL.IAEA.CD,Environment,347787771609568.0
2591,lgbmr,2015,wdi-IP.TMK.RESD,Economic Policy & Debt,105151477600.59766
2592,lgbmr,2015,wdi-IP.TMK.RESD,Environment,235128290099.4873
2593,lgbmr,2015,wdi-IP.TMK.RESD,Infrastructure,64846081238.0
2594,lgbmr,2015,ldc-AFF-Index,Economic Policy & Debt,32.187282264232635
2595,lgbmr,2015,ldc-AFF-Index,LDC Criteria,4283.987283476861
2596,lgbmr,2015,ldc-AFF-Value,Economic Policy & Debt,14.095769695937634
2597,lgbmr,2015,ldc-AFF-Value,LDC Criteria,1534.4604312907904
2598,lgbmr,2015,ldc-AIN-Index,Economic Policy & Debt,13.971279740333555
2599,lgbmr,2015,ldc-AIN-Index,LDC Criteria,5848.682266958989
2600,lgbmr,2015,ldc-AIN-Value,Economic Policy & Debt,0.4147996949031949
2601,lgbmr,2015,ldc-AIN-Value,LDC Criteria,388.7572972156486
2602,lgbmr,2015,ldc-ALR-Index,Economic Policy & Debt,38.5395267046988
2603,lgbmr,2015,ldc-ALR-Index,LDC Criteria,6756.88356098067
2604,lgbmr,2015,ldc-ALR-Value,Economic Policy & Debt,21.83318807557225
2605,lgbmr,2015,ldc-ALR-Value,LDC Criteria,3800.367491773446
2606,lgbmr,2015,ldc-DRY-Index,Economic Policy & Debt,1.4836742682382464
2607,lgbmr,2015,ldc-DRY-Index,LDC Criteria,14066.125283936137
2608,lgbmr,2015,ldc-DRY-Value,Economic Policy & Debt,1.4836742682382464
2609,lgbmr,2015,ldc-DRY-Value,LDC Criteria,14066.125283936137
2610,lgbmr,2015,ldc-EVI,Economic Policy & Debt,23.95973462518305
2611,lgbmr,2015,ldc-EVI,LDC Criteria,889.5527195548639
2612,lgbmr,2015,ldc-GPIS-Index,Economic Policy & Debt,112.1335858553648
2613,lgbmr,2015,ldc-GPIS-Index,LDC Criteria,2710.3725525978957
2614,lgbmr,2015,ldc-GPIS-Value,Economic Policy & Debt,0.0178438351267686
2615,lgbmr,2015,ldc-GPIS-Value,LDC Criteria,0.1573823116523272
2616,lgbmr,2015,ldc-GSSE-Index,Economic Policy & Debt,312.9705136716366
2617,lgbmr,2015,ldc-GSSE-Index,LDC Criteria,5793.852186560631
2618,lgbmr,2015,ldc-GSSE-Value,Economic Policy & Debt,253.6499581336975
2619,lgbmr,2015,ldc-GSSE-Value,LDC Criteria,5454.610359698534
2620,lgbmr,2015,ldc-HAI,Economic Policy & Debt,74.12972229719162
2621,lgbmr,2015,ldc-HAI,LDC Criteria,3785.457343839109
2622,lgbmr,2015,ldc-LECZ-Index,Economic Policy & Debt,2854.637225449085
2623,lgbmr,2015,ldc-LECZ-Index,LDC Criteria,6250.622587502003
2624,lgbmr,2015,ldc-LECZ-Value,Economic Policy & Debt,3257.2888475060463
2625,lgbmr,2015,ldc-LECZ-Value,LDC Criteria,1637.407075703144
2626,lgbmr,2015,ldc-MMR-Index,Economic Policy & Debt,78.1854200065136
2627,lgbmr,2015,ldc-MMR-Index,LDC Criteria,3586.657272849232
2628,lgbmr,2015,ldc-MMR-Value,Economic Policy & Debt,11053.00382232666
2629,lgbmr,2015,ldc-MMR-Value,LDC Criteria,512280.6919121742
2630,lgbmr,2015,ldc-REM-Index,Economic Policy & Debt,853.6769351437688
2631,lgbmr,2015,ldc-REM-Index,LDC Criteria,2736.696945697069
2632,lgbmr,2015,ldc-REM-Value,Economic Policy & Debt,620.2483710944653
2633,lgbmr,2015,ldc-REM-Value,LDC Criteria,1784.4599288105965
2634,lgbmr,2015,ldc-STU-Index,Economic Policy & Debt,542.6195137500763
2635,lgbmr,2015,ldc-STU-Index,LDC Criteria,5783.995209157467
2636,lgbmr,2015,ldc-STU-Value,Economic Policy & Debt,141.44898290932178
2637,lgbmr,2015,ldc-STU-Value,LDC Criteria,1450.8877392560244
2638,lgbmr,2015,ldc-U5M-Index,Economic Policy & Debt,89.25440092384815
2639,lgbmr,2015,ldc-U5M-Index,LDC Criteria,3244.610195029527
2640,lgbmr,2015,ldc-U5M-Value,Economic Policy & Debt,225.652041554451
2641,lgbmr,2015,ldc-U5M-Value,LDC Criteria,9032.121234863997
2642,lgbmr,2015,ldc-VIC-Index,Economic Policy & Debt,2245.5759267807007
2643,lgbmr,2015,ldc-VIC-Index,LDC Criteria,5361.626258343458
2644,lgbmr,2015,ldc-VIC-Value,Economic Policy & Debt,12.912730631884187
2645,lgbmr,2015,ldc-VIC-Value,LDC Criteria,21.347094021737576
2646,lgbmr,2015,ldc-XCON-Index,Economic Policy & Debt,2409.397391557693
2647,lgbmr,2015,ldc-XCON-Index,LDC Criteria,3179.086026132107
2648,lgbmr,2015,ldc-XCON-Value,Economic Policy & Debt,0.1777638813655357
2649,lgbmr,2015,ldc-XCON-Value,LDC Criteria,0.2302816087340033
2650,lgbmr,2015,ldc-XIN-Index,Economic Policy & Debt,1222.3592873215675
2651,lgbmr,2015,ldc-XIN-Index,LDC Criteria,2242.573104083538
2652,lgbmr,2015,ldc-XIN-Value,Economic Policy & Debt,368.4902609288693
2653,lgbmr,2015,ldc-XIN-Value,LDC Criteria,719.9308029264212
2654,lgbmr,2015,mvi-economic,Economic Policy & Debt,991.7769050896168
2655,lgbmr,2015,mvi-economic,LDC Criteria,1443.0032579898834
2656,lgbmr,2015,mvi-environmental,Economic Policy & Debt,646.1065727174282
2657,lgbmr,2015,mvi-environmental,LDC Criteria,3253.887892395258
2658,lgbmr,2015,mvi-geographic,Economic Policy & Debt,1201.4269704446197
2659,lgbmr,2015,mvi-geographic,LDC Criteria,573.2329305969179
2660,lgbmr,2015,mvi-ldc-AFF-Index,Economic Policy & Debt,14.907014128752053
2661,lgbmr,2015,mvi-ldc-AFF-Index,LDC Criteria,4311.286115215626
2662,lgbmr,2015,mvi-ldc-AIN-Index,Economic Policy & Debt,26.105120562016964
2663,lgbmr,2015,mvi-ldc-AIN-Index,LDC Criteria,5823.537712132558
2664,lgbmr,2015,mvi-ldc-DRY-Index,Economic Policy & Debt,1.7681093782762218
2665,lgbmr,2015,mvi-ldc-DRY-Index,LDC Criteria,14065.280382911786
2666,lgbmr,2015,mvi-ldc-LECZ-Index,Economic Policy & Debt,2854.637225449085
2667,lgbmr,2015,mvi-ldc-LECZ-Index,LDC Criteria,6250.622587502003
2668,lgbmr,2015,mvi-ldc-REM-Index,Economic Policy & Debt,853.6769351437688
2669,lgbmr,2015,mvi-ldc-REM-Index,LDC Criteria,2736.696945697069
2670,lgbmr,2015,mvi-ldc-VIC-Index,Economic Policy & Debt,2245.5759267807007
2671,lgbmr,2015,mvi-ldc-VIC-Index,LDC Criteria,5361.626258343458
2672,lgbmr,2015,mvi-ldc-XCON-Index,Economic Policy & Debt,2409.397391557693
2673,lgbmr,2015,mvi-ldc-XCON-Index,LDC Criteria,3179.086026132107
2674,lgbmr,2015,mvi-ldc-XIN-Index,Economic Policy & Debt,1222.3592873215675
2675,lgbmr,2015,mvi-ldc-XIN-Index,LDC Criteria,2242.573104083538
2676,lgbmr,2015,wdi2-SL.EMP.TOTL.SP.NE.ZS,Economic Policy & Debt,326.9405908284243
2677,lgbmr,2015,wdi2-SL.EMP.TOTL.SP.NE.ZS,Environment,1001.2030440152156
2678,lgbmr,2015,wdi2-TM.TAX.MANF.BC.ZS,Environment,6396.854489117861
2679,lgbmr,2015,wdi2-TM.TAX.MANF.BC.ZS,Financial Sector,383.30782067775726
2680,lgbmr,2015,wdi2-TM.TAX.MANF.BC.ZS,Infrastructure,1532.1532363891602
2681,lgbmr,2015,wdi2-TM.TAX.TCOM.BC.ZS,Environment,2049.2048782259226
2682,lgbmr,2015,wdi2-TM.TAX.TCOM.BC.ZS,Financial Sector,108.19942221045494
2683,lgbmr,2015,wdi2-TM.TAX.TCOM.BC.ZS,Infrastructure,482.4023539274931
2684,lgbmr,2015,key-mvi-ldc-AFF-Index,Economic Policy & Debt,251.18891996145248
2685,lgbmr,2015,key-mvi-ldc-AFF-Index,MVI,3614.996169507504
2686,lgbmr,2015,key-mvi-ldc-AFF-Index,Profile,170.44413232803345
2687,lgbmr,2015,key-mvi-ldc-AIN-Index,Economic Policy & Debt,629.7765815258026
2688,lgbmr,2015,key-mvi-ldc-AIN-Index,MVI,4244.901460558176
2689,lgbmr,2015,key-mvi-ldc-AIN-Index,Profile,560.2247405052185
2690,lgbmr,2015,key-mvi-ldc-EVI,Economic Policy & Debt,22.410692517936692
2691,lgbmr,2015,key-mvi-ldc-EVI,MVI,990.2496776470216
2692,lgbmr,2015,key-mvi-ldc-EVI,Profile,63.99485603423091
2693,lgbmr,2015,key-mvi-ldc-HAI,Economic Policy & Debt,117.5400452890899
2694,lgbmr,2015,key-mvi-ldc-HAI,MVI,2201.766574916372
2695,lgbmr,2015,key-mvi-ldc-HAI,Profile,1799.471518359729
2696,lgbmr,2015,key-mvi-ldc-LECZ-Index,Economic Policy & Debt,2904.5189103484154
2697,lgbmr,2015,key-mvi-ldc-LECZ-Index,MVI,5935.640601277351
2698,lgbmr,2015,key-mvi-ldc-LECZ-Index,Profile,446.0640333890915
2699,lgbmr,2015,key-mvi-ldc-REM-Index,Economic Policy & Debt,804.189592063427
2700,lgbmr,2015,key-mvi-ldc-REM-Index,MVI,2624.497953802347
2701,lgbmr,2015,key-mvi-ldc-REM-Index,Profile,274.34100645780563
2702,lgbmr,2015,key-mvi-ldc-VIC-Index,Economic Policy & Debt,92.42534875869752
2703,lgbmr,2015,key-mvi-ldc-VIC-Index,MVI,5687.938121914864
2704,lgbmr,2015,key-mvi-ldc-VIC-Index,Profile,2312.397600650788
2705,lgbmr,2015,key-mvi-ldc-XCON-Index,Economic Policy & Debt,274.5060395002365
2706,lgbmr,2015,key-mvi-ldc-XCON-Index,MVI,5439.994902133942
2707,lgbmr,2015,key-mvi-ldc-XCON-Index,Profile,378.8085635304451
2708,lgbmr,2015,key-mvi-ldc-XIN-Index,Economic Policy & Debt,317.43026328086853
2709,lgbmr,2015,key-mvi-ldc-XIN-Index,MVI,3497.225435554981
2710,lgbmr,2015,key-mvi-ldc-XIN-Index,Profile,116.58024042844772
2711,lgbmr,2015,wdi-FR.INR.DPST,Economic Policy & Debt,12.944956669583917
2712,lgbmr,2015,wdi-FR.INR.DPST,Environment,50.11450172401965
2713,lgbmr,2015,wdi-FR.INR.DPST,Health,45.35324669536203
2714,lgbmr,2015,wdi-FR.INR.DPST,Public Sector,9.667335540056229
2715,lgbmr,2015,wdi2-SE.XPD.TOTL.GD.ZS,Economic Policy & Debt,2.879503050207859
2716,lgbmr,2015,wdi2-SE.XPD.TOTL.GD.ZS,Environment,31.65709588679601
2717,lgbmr,2015,wdi2-SE.XPD.TOTL.GD.ZS,Infrastructure,0.590831225621514
2718,lgbmr,2015,wdi2-TM.TAX.MANF.BR.ZS,Environment,4136.818526685238
2719,lgbmr,2015,wdi2-TM.TAX.MANF.BR.ZS,Financial Sector,180.9376798272133
2720,lgbmr,2015,wdi2-TM.TAX.MANF.BR.ZS,Infrastructure,155.57511115074158
2721,lgbmr,2015,wdi2-TM.TAX.TCOM.BR.ZS,Environment,10894.035629749298
2722,lgbmr,2015,wdi2-TM.TAX.TCOM.BR.ZS,Financial Sector,288.564988553524
2723,lgbmr,2015,wdi2-TM.TAX.TCOM.BR.ZS,Infrastructure,464.1423772573471
2724,lgbmr,2015,ndgain-id_heal_04-score,Economic Policy & Debt,0.0377671192909474
2725,lgbmr,2015,ndgain-id_heal_04-score,Indicators,0.7235749492519972
2726,lgbmr,2015,wdi-BX.GRT.EXTA.CD.WD,Economic Policy & Debt,8.144585661894309e+19
2727,lgbmr,2015,wdi-BX.GRT.EXTA.CD.WD,Environment,3.43176699018142e+19
2728,lgbmr,2015,wdi-BX.GRT.TECH.CD.WD,Economic Policy & Debt,2.306489012797309e+18
2729,lgbmr,2015,wdi-BX.GRT.TECH.CD.WD,Environment,8.557418991098266e+17
2730,lgbmr,2015,wdi-FM.AST.DOMO.ZG.M3,Economic Policy & Debt,87.64554959535599
2731,lgbmr,2015,wdi-FM.AST.DOMO.ZG.M3,Environment,313.74598821252584
2732,lgbmr,2015,wdi-FM.AST.DOMO.ZG.M3,Financial,34.45673260092735
2733,lgbmr,2015,wdi2-NE.RSB.GNFS.KN,Economic Policy & Debt,7.29158267191018e+26
2734,lgbmr,2015,wdi2-NE.RSB.GNFS.KN,Environment,3.584143099429047e+26
2735,lgbmr,2015,wdi2-NE.RSB.GNFS.KN,Public Sector,8.346292001220703e+25
2736,lgbmr,2015,wdi2-SH.MLR.INCD.P3,Economic Policy & Debt,1777.7833774387836
2737,lgbmr,2015,wdi2-SH.MLR.INCD.P3,Environment,87382.82106758654
2738,lgbmr,2015,wdi2-SL.UEM.TOTL.NE.ZS,Economic Policy & Debt,101.72233000025152
2739,lgbmr,2015,wdi2-SL.UEM.TOTL.NE.ZS,Environment,265.19655094482005
2740,lgbmr,2015,wdi2-SL.UEM.TOTL.NE.ZS,Financial Sector,49.1974611133337
2741,lgbmr,2015,wdi-DT.NFL.UNAI.CD,Economic Policy & Debt,1703924573744320.0
2742,lgbmr,2015,wdi-DT.NFL.UNAI.CD,Environment,3280231273702496.0
2743,lgbmr,2015,wdi2-SE.PRM.PRSL.ZS,Economic Policy & Debt,91.97016420960426
2744,lgbmr,2015,wdi2-SE.PRM.PRSL.ZS,Environment,1794.237171433866
2745,lgbmr,2015,wdi2-SE.SEC.ENRL.LO.TC.ZS,Environment,439.0128422731577
2746,lgbmr,2015,wdi2-SE.SEC.ENRL.LO.TC.ZS,Financial Sector,33.94041066861246
2747,lgbmr,2015,wdi2-SE.SEC.ENRL.LO.TC.ZS,Infrastructure,57.53244299639482
2748,lgbmr,2015,wdi2-SE.XPD.TOTL.GB.ZS,Economic Policy & Debt,28.458650585263968
2749,lgbmr,2015,wdi2-SE.XPD.TOTL.GB.ZS,Environment,155.82280666398583
2750,lgbmr,2015,wdi2-SE.XPD.TOTL.GB.ZS,Infrastructure,5.827647186815739
2751,lgbmr,2015,wdi2-SH.DYN.AIDS.FE.ZS,Economic Policy & Debt,91.25118182599545
2752,lgbmr,2015,wdi2-SH.DYN.AIDS.FE.ZS,Environment,2154.4580585416406
2753,lgbmr,2015,wdi2-SH.HIV.1524.FE.ZS,Economic Policy & Debt,2.036492663595709
2754,lgbmr,2015,wdi2-SH.HIV.1524.FE.ZS,Environment,24.411013663338963
2755,lgbmr,2015,wdi2-SH.HIV.1524.MA.ZS,Economic Policy & Debt,0.2350216166123573
2756,lgbmr,2015,wdi2-SH.HIV.1524.MA.ZS,Environment,3.60856253898055
2757,lgbmr,2015,wdi2-SH.HIV.INCD.TL.P3,Economic Policy & Debt,1.0587283047862002
2758,lgbmr,2015,wdi2-SH.HIV.INCD.TL.P3,Environment,13.932723121230085
2759,lgbmr,2015,wdi-DC.DAC.HUNL.CD,Economic Policy & Debt,126746912909144.0
2760,lgbmr,2015,wdi-DC.DAC.HUNL.CD,Environment,107448515194880.0
2761,lgbmr,2015,wdi-DC.DAC.POLL.CD,Economic Policy & Debt,644997166547968.0
2762,lgbmr,2015,wdi-DC.DAC.POLL.CD,Environment,855901839746560.0
2763,lgbmr,2015,wdi2-SE.TER.TCHR.FE.ZS,Economic Policy & Debt,133.02591632306576
2764,lgbmr,2015,wdi2-SE.TER.TCHR.FE.ZS,Education,2.308534383773804
2765,lgbmr,2015,wdi2-SE.TER.TCHR.FE.ZS,Environment,1239.3513346556574
2766,lgbmr,2015,wdi2-SH.HIV.INCD.ZS,Economic Policy & Debt,2.6301054439973086
2767,lgbmr,2015,wdi2-SH.HIV.INCD.ZS,Environment,32.74644192156848
2768,lgbmr,2015,key-wdi-DT.ODA.ODAT.PC.ZS,Blue,508065.2232398987
2769,lgbmr,2015,key-wdi-DT.ODA.ODAT.PC.ZS,Climate,226930.0430297852
2770,lgbmr,2015,key-wdi-DT.ODA.ODAT.PC.ZS,Digital,343850.7862663269
2771,lgbmr,2015,key-wdi-DT.ODA.ODAT.PC.ZS,Economic Policy & Debt,294952.1439399719
2772,lgbmr,2015,key-wdi-DT.ODA.ODAT.PC.ZS,Environment,2460524.4530830383
2773,lgbmr,2015,key-wdi-DT.ODA.ODAT.PC.ZS,Profile,436770.4735984802
2774,lgbmr,2015,wdi-GC.REV.XGRT.CN,Economic Policy & Debt,4.5251700215244864e+27
2775,lgbmr,2015,wdi-GC.REV.XGRT.CN,Environment,2.567127604925629e+28
2776,lgbmr,2015,wdi-GC.REV.XGRT.CN,Public Sector,4.094420131273076e+27
2777,lgbmr,2015,wdi-GC.TAX.TOTL.CN,Economic Policy & Debt,3.7997442352214753e+27
2778,lgbmr,2015,wdi-GC.TAX.TOTL.CN,Environment,1.327120448883584e+28
2779,lgbmr,2015,wdi-GC.TAX.TOTL.CN,Public Sector,2.63688078873019e+27
2780,lgbmr,2015,wdi2-SH.HIV.INCD.YG.P3,Economic Policy & Debt,1.9584869334939867
2781,lgbmr,2015,wdi2-SH.HIV.INCD.YG.P3,Environment,30.55428932790528
2782,lgbmr,2015,wdi2-SH.MED.BEDS.ZS,Economic Policy & Debt,8.551562781559369
2783,lgbmr,2015,wdi2-SH.MED.BEDS.ZS,Environment,29.380670295628533
2784,lgbmr,2015,ndgain-id_heal_05-raw,Economic Policy & Debt,24.498153120279312
2785,lgbmr,2015,ndgain-id_heal_05-raw,Indicators,5501.947077579796
2786,lgbmr,2015,ndgain-id_infr_03-score,Economic Policy & Debt,0.0215827718784566
2787,lgbmr,2015,ndgain-id_infr_03-score,Indicators,0.5565736534190364
2788,lgbmr,2015,wdi-GC.REV.SOCL.CN,Economic Policy & Debt,8.456135576045334e+25
2789,lgbmr,2015,wdi-GC.REV.SOCL.CN,Environment,1.2063908430931103e+26
2790,lgbmr,2015,wdi-GC.REV.SOCL.CN,Public Sector,1.3857085620286055e+25
2791,lgbmr,2015,wdi-GC.TAX.GSRV.CN,Economic Policy & Debt,7.493983218758092e+26
2792,lgbmr,2015,wdi-GC.TAX.GSRV.CN,Environment,3.0424197829745474e+27
2793,lgbmr,2015,wdi-GC.TAX.GSRV.CN,Public Sector,5.603155264994758e+26
2794,lgbmr,2015,wdi-GC.TAX.INTT.CN,Economic Policy & Debt,3.830010168252951e+24
2795,lgbmr,2015,wdi-GC.TAX.INTT.CN,Environment,1.638017352673513e+25
2796,lgbmr,2015,wdi-GC.TAX.INTT.CN,Public Sector,2.1074300474710603e+24
2797,lgbmr,2015,wdi-GC.TAX.OTHR.CN,Economic Policy & Debt,2.988704245457936e+24
2798,lgbmr,2015,wdi-GC.TAX.OTHR.CN,Environment,2.320393173460788e+25
2799,lgbmr,2015,wdi-GC.TAX.OTHR.CN,Public Sector,4.56557471247448e+24
2800,lgbmr,2015,wdi-GC.TAX.YPKG.CN,Economic Policy & Debt,8.161626250847299e+26
2801,lgbmr,2015,wdi-GC.TAX.YPKG.CN,Environment,3.4247461800610985e+27
2802,lgbmr,2015,wdi-GC.TAX.YPKG.CN,Public Sector,6.438234242451718e+26
2803,lgbmr,2015,wdi-GC.TAX.YPKG.ZS,Economic Policy & Debt,294.88993349671364
2804,lgbmr,2015,wdi-GC.TAX.YPKG.ZS,Environment,1430.1447931826117
2805,lgbmr,2015,wdi-GC.TAX.YPKG.ZS,Public Sector,574.5674684643745
2806,lgbmr,2015,wdi-GC.XPN.INTP.CN,Economic Policy & Debt,5.896948316605236e+25
2807,lgbmr,2015,wdi-GC.XPN.INTP.CN,Environment,2.198920425632136e+26
2808,lgbmr,2015,wdi-GC.XPN.INTP.CN,Public Sector,3.7839884073432864e+25
2809,lgbmr,2015,wdi2-NY.GDP.DISC.KN,Economic Policy & Debt,1.011946431048682e+25
2810,lgbmr,2015,wdi2-NY.GDP.DISC.KN,Environment,2.382481585224885e+25
2811,lgbmr,2015,wdi2-NY.GDP.DISC.KN,Infrastructure,7.563088558461294e+24
2812,lgbmr,2015,wdi2-NY.GDP.DISC.KN,Public Sector,1.646734360922453e+25
2813,lgbmr,2015,wdi2-SH.VAC.TTNS.ZS,Economic Policy & Debt,42.39129725843668
2814,lgbmr,2015,wdi2-SH.VAC.TTNS.ZS,Environment,642.0206615254283
2815,lgbmr,2015,wdi2-SL.UEM.TOTL.FE.NE.ZS,Economic Policy & Debt,29.066404424607757
2816,lgbmr,2015,wdi2-SL.UEM.TOTL.FE.NE.ZS,Environment,376.6994500262663
2817,lgbmr,2015,wdi2-SL.UEM.TOTL.FE.NE.ZS,Financial Sector,71.149139277637
2818,lgbmr,2015,wdi2-SL.UEM.TOTL.MA.NE.ZS,Economic Policy & Debt,18.904516944661736
2819,lgbmr,2015,wdi2-SL.UEM.TOTL.MA.NE.ZS,Environment,318.7535454807803
2820,lgbmr,2015,wdi2-SL.UEM.TOTL.MA.NE.ZS,Financial Sector,48.956573261879385
2821,lgbmr,2015,ndgain-id_infr_06-score,Economic Policy & Debt,0.0010383690096205
2822,lgbmr,2015,ndgain-id_infr_06-score,Indicators,0.3427947404961742
2823,lgbmr,2015,wdi-FB.AST.NPER.ZS,Economic Policy & Debt,183.96802313625813
2824,lgbmr,2015,wdi-FB.AST.NPER.ZS,Environment,134.7811212874949
2825,lgbmr,2015,wdi-FB.AST.NPER.ZS,Financial Sector,22.9514801427722
2826,lgbmr,2015,wdi-FB.AST.NPER.ZS,Public Sector,66.74443034641445
2827,lgbmr,2015,wdi-FR.INR.LEND,Economic Policy & Debt,27.08073288947344
2828,lgbmr,2015,wdi-FR.INR.LEND,Environment,230.43842371553183
2829,lgbmr,2015,wdi-FR.INR.LEND,Health,36.98468609713018
2830,lgbmr,2015,wdi-FR.INR.LEND,Public Sector,43.19078793749213
2831,lgbmr,2015,wdi-GC.XPN.TOTL.CN,Economic Policy & Debt,8.704541739926252e+27
2832,lgbmr,2015,wdi-GC.XPN.TOTL.CN,Environment,2.154056540093878e+28
2833,lgbmr,2015,wdi-GC.XPN.TOTL.CN,Public Sector,9.913369532392793e+27
2834,lgbmr,2015,wdi2-SE.PRM.PRSL.FE.ZS,Economic Policy & Debt,147.7901819869876
2835,lgbmr,2015,wdi2-SE.PRM.PRSL.FE.ZS,Environment,1771.1759777367115
2836,lgbmr,2015,wdi2-SE.PRM.PRSL.MA.ZS,Economic Policy & Debt,61.54378172010183
2837,lgbmr,2015,wdi2-SE.PRM.PRSL.MA.ZS,Environment,1881.9035835154357
2838,lgbmr,2015,wdi-DT.DOD.DSTC.IR.ZS,Economic Policy & Debt,29772.68136882782
2839,lgbmr,2015,wdi-DT.DOD.DSTC.IR.ZS,Environment,126614.34847864509
2840,lgbmr,2015,wdi-DT.NFL.MIDA.CD,Economic Policy & Debt,6.185956923314012e+17
2841,lgbmr,2015,wdi-DT.NFL.MIDA.CD,Environment,1.272874080152925e+19
2842,lgbmr,2015,wdi-DT.NFL.MIDA.CD,Private Sector & Trade,1.3426692053815788e+18
2843,lgbmr,2015,wdi-FR.INR.RINR,Economic Policy & Debt,144.53697064518929
2844,lgbmr,2015,wdi-FR.INR.RINR,Environment,201.41354449093345
2845,lgbmr,2015,wdi-FR.INR.RINR,Financial Sector,75.95394693315029
2846,lgbmr,2015,wdi-FR.INR.RINR,Public Sector,154.5915761590004
2847,lgbmr,2015,wdi-GC.XPN.COMP.CN,Economic Policy & Debt,8.8200528559037e+25
2848,lgbmr,2015,wdi-GC.XPN.COMP.CN,Environment,8.576083646670375e+26
2849,lgbmr,2015,wdi-GC.XPN.COMP.CN,Public Sector,2.148695549667081e+26
2850,lgbmr,2015,wdi-IC.BUS.NREG,Economic Policy & Debt,4904932707.0
2851,lgbmr,2015,wdi-IC.BUS.NREG,Environment,16830074414.0
2852,lgbmr,2015,wdi-IC.BUS.NREG,Financial,685347365.0
2853,lgbmr,2015,key-wdi-DT.ODA.ODAT.GN.ZS,Blue,63.28661535680294
2854,lgbmr,2015,key-wdi-DT.ODA.ODAT.GN.ZS,Climate,746.5910460073501
2855,lgbmr,2015,key-wdi-DT.ODA.ODAT.GN.ZS,Digital,155.48472150415182
2856,lgbmr,2015,key-wdi-DT.ODA.ODAT.GN.ZS,Economic Policy & Debt,134.40255830064416
2857,lgbmr,2015,key-wdi-DT.ODA.ODAT.GN.ZS,Finance,273.85703541338444
2858,lgbmr,2015,key-wdi-DT.ODA.ODAT.GN.ZS,Profile,96.58759496733546
2859,lgbmr,2015,wdi-GC.XPN.GSRV.CN,Economic Policy & Debt,1.0574609828489131e+26
2860,lgbmr,2015,wdi-GC.XPN.GSRV.CN,Environment,3.955634236869483e+26
2861,lgbmr,2015,wdi-GC.XPN.GSRV.CN,Public Sector,1.61152670529462e+26
2862,lgbmr,2015,wdi2-SE.SEC.ENRL.UP.TC.ZS,Environment,416.99623562954366
2863,lgbmr,2015,wdi2-SE.SEC.ENRL.UP.TC.ZS,Financial Sector,3.1732671819627285
2864,lgbmr,2015,wdi2-SE.SEC.ENRL.UP.TC.ZS,Infrastructure,34.232579465955496
2865,lgbmr,2015,wdi2-SH.MED.NUMW.P3,Economic Policy & Debt,22.540415592491627
